Var;Geo;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Production (1000t);Oberpfalz;;;;;;;;;;
Production (1000t);Oberfranken;;;;;;;;;;
Production (1000t);Mittelfranken;;;;;;;;;;
Production (1000t);Unterfranken;;;;;;;;;;
Production (1000t);Schwaben;;;;;;;;;;
Production (1000t);Berlin;;;;;;;;;;
Production (1000t);Berlin;;;;;;;;;;
Production (1000t);Brandenburg;;;1;0,9;0,7;1;0,9;2;;
Production (1000t);Brandenburg;;;;;;;;;;
Production (1000t);Bremen;;;;;;;;;;
Production (1000t);Bremen;;;;;;;;;;
Production (1000t);Hamburg;;;;;;;;;;
Production (1000t);Hamburg;;;;;;;;;;
Production (1000t);Hessen;;;1;;;2,4;3,7;4,5;;
Production (1000t);Darmstadt;;;;;;;;;;
Production (1000t);Gießen;;;;;;;;;;
Production (1000t);Kassel;;;;;;;;;;
Production (1000t);Mecklenburg-Vorpommern;;;0,5;0,5;0,3;0,4;0,3;0,2;;
Production (1000t);Mecklenburg-Vorpommern;;;;;;;;;;
Production (1000t);Niedersachsen;;;;;;1,5;2;2,6;;
Production (1000t);Braunschweig;;;;;;;;;;
Production (1000t);Hannover;;;;;;;;;;
Production (1000t);Lüneburg;;;;;;;;;;
Production (1000t);Weser-Ems;;;;;;;;;;
Production (1000t);Nordrhein-Westfalen;;;0,7;;;;2,1;;;
Production (1000t);Düsseldorf;;;;;;;;;;
Production (1000t);Köln;;;;;;;;;;
Production (1000t);Münster;;;;;;;;;;
Production (1000t);Detmold;;;;;;;;;;
Production (1000t);Arnsberg;;;;;;;;;;
Production (1000t);Rheinland-Pfalz;;;;;;;;;;
Production (1000t);Koblenz;;;;;;;;;;
Production (1000t);Trier;;;;;;;;;;
Production (1000t);Rheinhessen-Pfalz;;;;;;;;;;
Production (1000t);Saarland;;;;;;;;;;
Production (1000t);Saarland;;;;;;;;;;
Production (1000t);Sachsen;;;0,7;1,1;0,4;1;2,2;2,2;;
Production (1000t);Dresden;;;;;;;;;;
Production (1000t);Chemnitz;;;;;;;;;;
Production (1000t);Leipzig;;;;;;;;;;
Production (1000t);Sachsen-Anhalt;;;1,6;2,8;1;1,3;2,5;3,6;;
Production (1000t);Sachsen-Anhalt;;;;;;;;;;
Production (1000t);Schleswig-Holstein;;;0;0;;;;;;
Production (1000t);Schleswig-Holstein;;;;;;;;;;
Production (1000t);Thüringen;;;0,5;0,6;0,4;0,4;1,2;1;;
Production (1000t);Thüringen;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Estonia;0;0;0;0;0;0;0;0;0;0
Production (1000t);Eesti;;0;0;0;0;0;0;0;0;0
Production (1000t);Eesti;;;;;;;;0;0;
Production (1000t);Extra-Regio NUTS 1;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;;0;0;0;0;0;0;0;0;0
Production (1000t);Ireland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Éire/Ireland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Northern and Western;0;0;0;0;0;0;0;0;0;0
Production (1000t);Southern;0;0;0;0;0;0;0;0;0;0
Production (1000t);Eastern and Midland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Border, Midland and Western (NUTS 2013);0;0;0;0;0;0;0;0;0;0
Production (1000t);Southern and Eastern (NUTS 2013);0;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 1;0;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;0;0;0;0;0;0;0;0;0;0
Production (1000t);Greece;4,76;5;2,43;2,89;2,52;3,72;1,84;1,23;2,85;
Production (1000t);Voreia Ellada (NUTS 2010);0,9;;;;;;;;;
Production (1000t);Anatoliki Makedonia, Thraki (NUTS 2010);0,47;;;;;;;;;
Production (1000t);Kentriki Makedonia (NUTS 2010);0,16;;;;;;;;;
Production (1000t);Dytiki Makedonia (NUTS 2010);0;;;;;;;;;
Production (1000t);Thessalia (NUTS 2010);0,27;;;;;;;;;
Production (1000t);Kentriki Ellada (NUTS 2010);0,2;;;;;;;;;
Production (1000t);Ipeiros (NUTS 2010);0,19;;;;;;;;;
Production (1000t);Ionia Nisia (NUTS 2010);0;;;;;;;;;
Production (1000t);Dytiki Ellada (NUTS 2010);0;;;;;;;;;
Production (1000t);Sterea Ellada (NUTS 2010);0;;;;;;;;;
Production (1000t);Peloponnisos (NUTS 2010);0;;;;;;;;;
Production (1000t);Attiki;0;0;0;0;0;0;0;0;;
Production (1000t);Attiki;0;0;0;0;0;0;0;0;;
Production (1000t);Nisia Aigaiou, Kriti;0;0;0;0;0;0;0;0;;
Production (1000t);Nisia Aigaiou;0;;;;;;;;;
Production (1000t);Voreio Aigaio;0;0;0;0;0;0;0;0;;
Production (1000t);Notio Aigaio;0;0;0;0;0;0;0;0;;
Production (1000t);Kriti;0;0;0;0;0;0;0;0;;
Production (1000t);Voreia Ellada;4,61;4,75;2,25;2,81;2,37;3,63;1,73;1,14;;
Production (1000t);Anatoliki Makedonia, Thraki;4,17;4,19;2,01;2,28;2,26;3,55;1,67;0,84;;
Production (1000t);Kentriki Makedonia;0,31;0,43;0,18;0,49;0,11;0,07;0,05;0,29;;
Production (1000t);Dytiki Makedonia;0,01;0,01;0;0;0;0;0;0;;
Production (1000t);Ipeiros;0,13;0,12;0,05;0,04;0,01;0;0;0,01;;
Production (1000t);Kentriki Ellada;0,15;0,25;0,18;0,08;0,14;0,09;0,11;0,09;;
Production (1000t);Thessalia;0,1;0,09;0,05;0,02;0,03;0,04;0,02;0,01;;
Production (1000t);Ionia Nisia;0;0;0;0;0;0;0;0;;
Production (1000t);Dytiki Ellada;0,02;0,05;0,04;0,03;0,03;0,03;0,08;0,05;;
Production (1000t);Sterea Ellada;0,02;0,11;0,09;0,02;0,07;0,01;0,01;0,02;;
Production (1000t);Peloponnisos;0;0;0;0;0;0;0;0;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Spain;2,8;4,2;2,94;4,71;4,35;5,17;4,62;4,77;3,56;
Production (1000t);Noroeste (ES);0;0;0;0;0;0;0;0;;
Production (1000t);Galicia;0;0;0;0;0;0;0;0;;
Production (1000t);Principado de Asturias;0;0;0;0;0;0;0;0;;
Production (1000t);Cantabria;0;0;0;0;0;0;0;0;;
Production (1000t);Noreste (ES);0,03;0,06;0,25;1,15;1,37;2,43;1,59;2,03;;
Production (1000t);País Vasco;0;0;0;0;0;0;0;0;;
Production (1000t);Comunidad Foral de Navarra;0,03;0,06;0,08;0,17;0,11;0,11;0,01;0,09;;
Production (1000t);La Rioja;0;0;0;0;0;0;0;0;;
Production (1000t);Aragón;0;0;0,17;0,99;1,25;2,32;1,59;1,94;;
Production (1000t);Comunidad de Madrid;0;0;0;0;0;0;0;0;;
Production (1000t);Comunidad de Madrid;0;0;0;0;0;0;0;0;;
Production (1000t);Centro (ES);2,63;3,96;2,56;3,22;2,66;2,42;2,68;2,43;;
Production (1000t);Castilla y León;0,52;0,69;0,82;0,86;0,52;0,49;0,69;0,56;;
Production (1000t);Castilla-La Mancha;0,02;0,09;0,01;0;0,05;0;0,08;0,17;;
Production (1000t);Extremadura;2,1;3,17;1,72;2,36;2,09;1,92;1,91;1,7;;
Production (1000t);Este (ES);0,08;0,15;0,12;0,33;0,32;0,32;0,34;0,3;;
Production (1000t);Cataluña;0,08;0,15;0,12;0,33;0,32;0,32;0,34;0,3;;
Production (1000t);Comunidad Valenciana;0;0;0;0;0;0;0;0;;
Production (1000t);Illes Balears;0;0;0;0;0;0;0;0;;
Production (1000t);Sur (ES);0,06;0,03;0,01;0;0,01;0;0,01;0;;
Production (1000t);Andalucía;0,06;0,03;0,01;0;0,01;0;0,01;0;;
Production (1000t);Región de Murcia;0;0;0;0;0;0;0;0;;
Production (1000t);Ciudad Autónoma de Ceuta;0;0;0;0;0;0;0;0;;
Production (1000t);Ciudad Autónoma de Melilla;0;0;0;0;0;0;0;0;;
Production (1000t);Canarias;0;0;0;0;0;0;0;0;;
Production (1000t);Canarias;0;0;0;0;0;0;0;0;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);France;227,26;336,83;338,95;414,33;398,48;428,53;406,81;439,35;373,85;
Production (1000t);Ile-de-France;0,17;0,64;0,71;1,05;2,6;5,57;7,83;5,63;;
Production (1000t);Ile-de-France;0,17;0,64;0,71;1,05;2,6;5,57;7,83;5,63;;
Production (1000t);Centre - Val de Loire;1,31;4,5;3,8;6,41;10,17;10,77;14,11;9,02;;
Production (1000t);Centre - Val de Loire;1,31;4,5;3,8;6,41;10,17;10,77;14,11;9,02;;
Production (1000t);Bourgogne - Franche-Comté;73,66;58,14;60,46;95,53;73,48;85,51;60,96;84,04;;
Production (1000t);Bourgogne;43,57;33,28;37,2;55,32;49,11;54,6;38,13;54,72;;
Production (1000t);Franche-Comté;30,09;24,86;23,26;40,21;24,37;30,91;22,83;29,32;;
Production (1000t);Normandie;0;0,33;0,22;0;0,16;0,18;0,58;0,95;;
Production (1000t);Basse-Normandie ;0;0,2;0,07;0;0;0,1;0,33;0,62;;
Production (1000t);Haute-Normandie ;0;0,13;0,14;0;0,16;0,08;0,25;0,32;;
Production (1000t);Hauts-de-France;0;0,76;0,32;0,3;0,6;0,64;0,84;1,05;;
Production (1000t);Nord-Pas de Calais;0;0;0;0,06;0,06;0,01;0,04;0,13;;
Production (1000t);Picardie;0;0,76;0,32;0,24;0,54;0,63;0,8;0,92;;
Production (1000t);Grand Est;6,86;19,78;17,88;27,86;32,94;32,99;27,96;27,48;;
Production (1000t);Alsace;5,85;16,93;14,61;20,88;21,1;21,04;19,71;18,05;;
Production (1000t);Champagne-Ardenne;0,76;2,44;2,59;5,56;8,78;9,06;6,27;7,47;;
Production (1000t);Lorraine;0,25;0,4;0,68;1,42;3,06;2,89;1,98;1,96;;
Production (1000t);Pays de la Loire;0,35;1,12;2,14;1,42;1,2;1,36;2,4;2,22;;
Production (1000t);Pays de la Loire;0,35;1,12;2,14;1,42;1,2;1,36;2,4;2,22;;
Production (1000t);Bretagne;0,03;0,19;0,11;0,13;0,2;0,32;0,71;0,55;;
Production (1000t);Bretagne;0,03;0,19;0,11;0,13;0,2;0,32;0,71;0,55;;
Production (1000t);Nouvelle-Aquitaine;41,32;69,44;73,91;83,11;90,73;96,46;112,85;120,9;;
Production (1000t);Aquitaine;37,53;60,94;65,46;75,73;82,42;88,9;103,95;113,57;;
Production (1000t);Limousin;0,14;0,33;0,29;0,31;0,44;0,28;0,31;0,18;;
Production (1000t);Poitou-Charentes;3,65;8,17;8,16;7,07;7,87;7,28;8,59;7,15;;
Production (1000t);Occitanie;78,05;142,28;131,08;141,61;136,21;150,72;140,85;148,46;;
Production (1000t);Languedoc-Roussillon;1,05;3,84;2,44;2,1;2,52;2,94;3,24;4,48;;
Production (1000t);Midi-Pyrénées;77;138,45;128,64;139,51;133,68;147,78;137,61;143,98;;
Production (1000t);Auvergne - Rhône-Alpes;24,18;35,75;44,8;55,21;48,68;42,43;36,32;37,64;;
Production (1000t);Auvergne;0,83;1,92;1,97;2,94;3,09;2,1;1,76;1,51;;
Production (1000t);Rhône-Alpes;23,35;33,84;42,83;52,27;45,6;40,32;34,56;36,13;;
Production (1000t);Provence-Alpes-Côte d’Azur;1,34;3,9;3,53;1,7;1,51;1,58;1,42;1,43;;
Production (1000t);Provence-Alpes-Côte d’Azur;1,34;3,9;3,53;1,7;1,51;1,58;1,42;1,43;;
Production (1000t);Corse;0;0;0;0;0;0;0;0;;
Production (1000t);Corse;0;0;0;0;0;0;0;0;;
Production (1000t);RUP FR - Régions ultrapériphériques françaises;0;0;0;0;0;0;0;0;;
Production (1000t);Guadeloupe;0;0;0;0;0;0;0;0;;
Production (1000t);Martinique ;0;0;0;0;0;0;0;0;;
Production (1000t);Guyane;0;0;0;0;0;0;0;0;;
Production (1000t);La Réunion ;0;0;0;0;0;0;0;0;;
Production (1000t);Mayotte;;0;0;0;0;0;0;0;;
Production (1000t);Bassin Parisien (NUTS 2013);;41,14;44,11;;;;;;;
Production (1000t);Champagne-Ardenne (NUTS 2013);;;;;;;;;;
Production (1000t);Picardie (NUTS 2013);;;;;;;;;;
Production (1000t);Haute-Normandie (NUTS 2013);;;;;;;;;;
Production (1000t);Centre (FR) (NUTS 2013);;;;;;;;;;
Production (1000t);Basse-Normandie (NUTS 2013);;;;;;;;;;
Production (1000t);Bourgogne (NUTS 2013);;;;;;;;;;
Production (1000t);Nord-Pas-de-Calais (NUTS 2013);;0;0;;;;;;;
Production (1000t);Nord-Pas-de-Calais (NUTS 2013);;;;;;;;;;
Production (1000t);Est (FR) (NUTS 2013);;38,97;38,06;;;;;;;
Production (1000t);Lorraine (NUTS 2013);;;;;;;;;;
Production (1000t);Alsace (NUTS 2013);;;;;;;;;;
Production (1000t);Franche-Comté (NUTS 2013);;;;;;;;;;
Production (1000t);Ouest (FR) (NUTS 2013);;9,48;10,42;;;;;;;
Production (1000t);Pays de la Loire (NUTS 2013);;;;;;;;;;
Production (1000t);Bretagne (NUTS 2013);;;;;;;;;;
Production (1000t);Poitou-Charentes (NUTS 2013);;;;;;;;;;
Production (1000t);Sud-Ouest (FR) (NUTS 2013);;200,47;196,97;;;;;;;
Production (1000t);Aquitaine (NUTS 2013);;;;;;;;;;
Production (1000t);Midi-Pyrénées (NUTS 2013);;;;;;;;;;
Production (1000t);Limousin (NUTS 2013);;;;;;;;;;
Production (1000t);Centre-Est (FR) (NUTS 2013);;35,75;45,3;;;;;;;
Production (1000t);Rhône-Alpes (NUTS 2013);;;;;;;;;;
Production (1000t);Auvergne (NUTS 2013);;;;;;;;;;
Production (1000t);Méditerranée (NUTS 2013);;7,73;5,97;;;;;;;
Production (1000t);Languedoc-Roussillon (NUTS 2013);;;;;;;;;;
Production (1000t);Provence-Alpes-Côte d'Azur (NUTS 2013);;;;;;;;;;
Production (1000t);Corse (NUTS 2013);;;;;;;;;;
Production (1000t);Départements d'outre-mer (NUTS 2013);;0;0;;;;;;;
Production (1000t);Guadeloupe (NUTS 2013);;;;;;;;;;
Production (1000t);Martinique (NUTS 2013);;;;;;;;;;
Production (1000t);Guyane (NUTS 2013);;;;;;;;;;
Production (1000t);La Réunion (NUTS 2013);;;;;;;;;;
Production (1000t);Mayotte (NUTS 2013);;;;;;;;;;
Production (1000t);Départements d'outre-mer (NUTS 2010);;;;;;;;;;
Production (1000t);Guadeloupe (NUTS 2010);;;;;;;;;;
Production (1000t);Martinique (NUTS 2010);;;;;;;;;;
Production (1000t);Guyane (NUTS 2010);;;;;;;;;;
Production (1000t);Réunion (NUTS 2010);;;;;;;;;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Croatia;131,42;196,43;244,08;207,77;245,19;244,28;266,01;227,87;192,8;
Production (1000t);Hrvatska;131,42;196,43;244,08;207,77;245,19;244,28;266,01;227,87;;
Production (1000t);Panonska Hrvatska;131,25;;229,63;190,16;229,03;231,38;245,44;211,17;;
Production (1000t);Jadranska Hrvatska;0,18;0,45;0;0,06;0;0;0,09;0,64;;
Production (1000t);Kontinentalna Hrvatska;131,25;195,98;243,79;207,7;245,09;244,2;;;;
Production (1000t);Grad Zagreb;;;0,33;0,45;0;0;0,81;0,86;;
Production (1000t);Sjeverna Hrvatska;;;14,11;17,09;16,16;12,9;19,67;15,21;;
Production (1000t);Sjeverozapadna Hrvatska (former statistical region);;;;;;;;;;
Production (1000t);Italy;971,77;1162,7;1126,34;1062,23;1186,35;1042,83;1005,63;923,47;943,4;
Production (1000t);Nord-Ovest;309,85;286,99;270,15;249,84;213,8;169,03;213,55;242,85;;
Production (1000t);Piemonte;40,88;71,85;73,18;56,24;47,11;40,69;44,44;49,24;;
Production (1000t);Valle d'Aosta/Vallée d'Aoste;0;0;0;0;0;0;0;0;;
Production (1000t);Liguria;111,4;0;0;0;0;0;0;0;;
Production (1000t);Lombardia;157,57;215,15;196,96;193,6;166,69;128,34;169,11;193,6;;
Production (1000t);Nord-Est;;872,51;852,59;808,74;968,75;869,55;787,49;675,88;;
Production (1000t);Provincia Autonoma di Bolzano/Bozen;;0;0;0;0;0;0;0;;
Production (1000t);Provincia Autonoma di Trento;;0;0;0;0;0;0;0;;
Production (1000t);Veneto;;457,15;473,13;421,24;540,41;466,69;518,51;437,55;;
Production (1000t);Friuli-Venezia Giulia;;303,64;266,39;266,12;281,22;274,86;100,74;83,92;;
Production (1000t);Emilia-Romagna;;111,72;113,09;121,37;147,12;128;168,24;154,41;;
Production (1000t);Nord-Est (NUTS 2006);658,84;;;;;;;;;
Production (1000t);Provincia Autonoma Bolzano/Bozen (NUTS 2006);0;;;;;;;;;
Production (1000t);Provincia Autonoma Trento (NUTS 2006);0;;;;;;;;;
Production (1000t);Veneto (NUTS 2006);0;;;;;;;;;
Production (1000t);Friuli-Venezia Giulia (NUTS 2006);542,99;;;;;;;;;
Production (1000t);Emilia-Romagna (NUTS 2006);115,85;;;;;;;;;
Production (1000t);Centro (IT);;2,86;3,28;3,31;3,45;3,83;4,17;4,35;;
Production (1000t);Toscana;;1,1;1,49;1,57;1,59;1,73;2,13;2,32;;
Production (1000t);Umbria;;0,19;0,12;0,12;0,16;0,16;0,06;0,05;;
Production (1000t);Marche;;1,43;1,57;1,54;1,61;1,8;1,8;1,8;;
Production (1000t);Lazio;;0,15;0,1;0,08;0,1;0,15;0,18;0,18;;
Production (1000t);Centro (I) (NUTS 2006);2,74;;;;;;;;;
Production (1000t);Toscana (NUTS 2006);1,09;;;;;;;;;
Production (1000t);Umbria (NUTS 2006);0,18;;;;;;;;;
Production (1000t);Marche (NUTS 2006);1,33;;;;;;;;;
Production (1000t);Lazio (NUTS 2006);0,13;;;;;;;;;
Production (1000t);Sud;0,35;0,33;0,33;0,35;0,41;0,42;0,42;0,4;;
Production (1000t);Abruzzo;0,35;0,33;0,33;0,34;0,28;0,29;0,29;0,29;;
Production (1000t);Molise;0;0;0;0;0;0;0;0;;
Production (1000t);Campania;0;0;0;0,02;0,02;0,02;0;0;;
Production (1000t);Puglia;0;0;0;0;0;0;0;0;;
Production (1000t);Basilicata;0;0;0;0;0;0;0;0;;
Production (1000t);Calabria;0;0;0;0;0,11;0,12;0,12;0,1;;
Production (1000t);Isole;0;0;0;0;0;0;0;0;;
Production (1000t);Sicilia;0;0;0;0;0;0;0;0;;
Production (1000t);Sardegna;0;0;0;0;0;0;0;0;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Cyprus;0;0;0;0;0;0;0;0;0;0
Production (1000t);Kypros;;0;0;0;0;0;0;0;0;0
Production (1000t);Kypros;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 1;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;;0;0;0;0;0;0;0;0;0
Production (1000t);Latvia;0;0;0;0;0;0;0;0;0;0
Production (1000t);Latvija;;0;0;0;0;0;0;0;0;0
Production (1000t);Latvija;;;;;;;;0;0;0
Production (1000t);Extra-Regio NUTS 1;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;;0;0;0;0;0;0;0;0;0
Production (1000t);Lithuania;1,7;1,78;3,05;3,06;3,45;2,31;2,56;2,23;2,29;
Production (1000t);Lietuva;;1,78;3,05;3,06;3,45;2,31;2,56;2,23;;
Production (1000t);Sostinės regionas;0,1;0;0;0,03;0,11;0,13;0,06;;;
Production (1000t);Vidurio ir vakarų Lietuvos regionas ;1,6;1,78;3,04;3,03;3,35;2,18;2,5;;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Luxembourg;0;0;0;0;0;0;0,03;0,02;0,02;
Production (1000t);Luxembourg;;0;0;0;0;0;;0,02;0,02;
Production (1000t);Luxembourg;;;;;;;;0,02;0,02;
Production (1000t);Extra-Regio NUTS 1;;0;0;0;0;0;;0;;
Production (1000t);Extra-Regio NUTS 2;;0;0;0;0;0;;0;;
Production (1000t);Hungary;115,59;145,85;184,73;179,28;181,24;169,57;165,76;156,58;127,28;
Production (1000t);Közép-Magyarország;0,71;1,63;1,77;1,81;1,88;1,49;0,33;0,37;;
Production (1000t);Budapest;0,6;0,92;0,65;0,36;0,66;0,36;0;0;;
Production (1000t);Pest;0,11;0,71;1,12;1,44;1,22;1,13;0,33;0,37;;
Production (1000t);Közép-Magyarország (NUTS 2013);0,71;1,63;1,77;;;;;;;
Production (1000t);Dunántúl;77,02;94,58;121,21;119,95;127,98;119,05;116,41;113,72;;
Production (1000t);Közép-Dunántúl;3,58;7,8;7,61;5,99;6,81;6,06;6,3;5,59;;
Production (1000t);Nyugat-Dunántúl;19,55;25,41;38,59;45,65;45,24;47,22;50,75;48,61;;
Production (1000t);Dél-Dunántúl;53,89;61,37;75,01;68,31;75,94;65,77;59,37;59,52;;
Production (1000t);Alföld és Észak;37,87;49,65;61,75;57,52;51,38;49,02;49,02;42,49;;
Production (1000t);Észak-Magyarország;9,02;8,11;11,93;11,52;8,66;7,35;10,04;10,95;;
Production (1000t);Észak-Alföld;4,91;5,99;9,89;8,47;6,76;7,56;5,42;5,11;;
Production (1000t);Dél-Alföld;23,94;35,55;39,93;37,54;35,96;34,11;33,56;26,43;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Malta;0;0;0;0;0;0;0;0;0;0
Production (1000t);Malta;0;0;0;0;0;0;0;0;0;0
Production (1000t);Malta;0;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 1;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;;0;0;0;0;0;0;0;0;0
Production (1000t);Netherlands;0;0;0;0;0;0;0;0;0;0
Production (1000t);Noord-Nederland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Groningen;0;0;0;0;0;0;0;0;0;0
Production (1000t);Friesland (NL);0;0;0;0;0;0;0;0;0;0
Production (1000t);Drenthe;0;0;0;0;0;0;0;0;0;0
Production (1000t);Oost-Nederland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Overijssel;0;0;0;0;0;0;0;0;0;0
Production (1000t);Gelderland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Flevoland;0;0;0;0;0;0;0;0;0;0
Production (1000t);West-Nederland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Utrecht;0;0;0;0;0;0;0;0;0;0
Production (1000t);Noord-Holland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Zuid-Holland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Zeeland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Zuid-Nederland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Noord-Brabant;0;0;0;0;0;0;0;0;0;0
Production (1000t);Limburg (NL);0;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 1;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;;0;0;0;0;0;0;0;0;0
Production (1000t);Austria;120,88;137,78;154,37;195,67;186,49;217,78;204,86;237,83;248,42;
Production (1000t);Ostösterreich;64,96;75,63;90,74;106,01;99,49;133,41;126,41;157,86;;
Production (1000t);Burgenland;34,48;43,36;46,75;59,16;50,06;73,98;65,15;75,71;;
Production (1000t);Niederösterreich;30,37;32,14;43,82;46,65;49,2;59,03;60,56;81,18;;
Production (1000t);Wien;0,12;0,13;0,18;0,19;0,23;0,4;0,7;0,97;;
Production (1000t);Südösterreich;20;30,66;22,08;36,64;40,99;33,03;29,15;31,18;;
Production (1000t);Kärnten;10,28;12,45;10,9;13,47;9,19;10,53;10,67;12,57;;
Production (1000t);Steiermark;9,72;18,21;11,18;23,17;31,8;22,5;18,47;18,62;;
Production (1000t);Westösterreich;35,92;31,49;41,55;53,02;46,01;51,34;49,3;48,79;;
Production (1000t);Oberösterreich;35,83;31,37;41,44;52,82;45,79;51,19;49,21;48,66;;
Production (1000t);Salzburg;0,07;0,12;0,1;0,17;0,21;0,13;0,07;0,11;;
Production (1000t);Tirol;0,01;0,01;0,01;0,03;0,02;0,02;0,02;0,02;;
Production (1000t);Vorarlberg;0;0;0;0;0;0;0;0,01;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Poland;2,02;8,9;14,87;20,54;10,39;15,54;15,96;20,97;43,78;
Production (1000t);Region Centralny (NUTS 2013);0,02;0,1;0,91;;;;;;;
Production (1000t);Lódzkie (NUTS 2013);;;;;;;;;;
Production (1000t);Mazowieckie (NUTS 2013);0;0;0,61;;;;;;;
Production (1000t);Makroregion Poludniowy;0,34;0,4;1,72;3,58;2;4,08;4,67;5,27;;
Production (1000t);Małopolskie;0,11;0,3;1,32;3,21;1,72;3,96;4,01;4,86;;
Production (1000t);Śląskie;0,24;0,1;0,51;0,37;0,29;0,12;0,66;0,41;;
Production (1000t);Region Wschodni (NUTS 2013);0,42;2,63;4,15;;;;;;;
Production (1000t);Lubelskie (NUTS 2013);;;;;;;;;;
Production (1000t);Podkarpackie (NUTS 2013);;;;;;;;;;
Production (1000t);Swietokrzyskie (NUTS 2013);;;;;;;;;;
Production (1000t);Podlaskie (NUTS 2013);;;;;;;;;;
Production (1000t);Makroregion Pólnocno-Zachodni;0,38;2,43;1,32;1,97;1,04;2,21;1,98;0,9;;
Production (1000t);Wielkopolskie;0,27;2,12;1,11;1,57;0,7;0,95;0,64;0,29;;
Production (1000t);Zachodniopomorskie;0,03;0,3;0;0,2;0,03;0,56;0,88;0,09;;
Production (1000t);Lubuskie;0,09;0,1;0,2;0,19;0,31;0,69;0,48;0,52;;
Production (1000t);Makroregion Poludniowo-Zachodni;0,67;2,33;6,17;7,03;2,38;3,96;3,47;5,92;;
Production (1000t);Dolnośląskie;0,23;0,2;4,55;4,4;1,54;1,92;2,05;4,27;;
Production (1000t);Opolskie;0,44;2,12;1,62;2,62;0,84;2,03;1,42;1,65;;
Production (1000t);Makroregion Pólnocny;0,2;1,01;0,61;0,77;0,22;0,82;0,66;0,69;;
Production (1000t);Kujawsko-pomorskie;0,06;0,3;0,4;0,62;0,15;0,52;0,41;0,38;;
Production (1000t);Warmińsko-mazurskie;0,06;0,2;0,1;0,15;0,02;0,28;0,21;0,08;;
Production (1000t);Pomorskie;0,09;0,61;0,2;0;0,04;0,01;0,03;0,22;;
Production (1000t);Makroregion Centralny;0,03;0,2;0,51;1,73;0,41;0,16;0,26;1,12;;
Production (1000t);Łódzkie;0,02;0,1;0,3;1,01;0,07;0,03;0,07;0,12;;
Production (1000t);Świętokrzyskie;0,01;0,1;0,2;0,72;0,35;0,14;0,18;1;;
Production (1000t);Makroregion Wschodni;0,41;2,53;4,05;5,07;4,09;3,63;4,46;6,5;;
Production (1000t);Lubelskie;0,37;2,43;1,92;2,27;1,63;0,77;1,61;3,84;;
Production (1000t);Podkarpackie;0,04;0,1;2,02;2,8;2,44;2,67;2,8;2,64;;
Production (1000t);Podlaskie;0;0;0,1;0;0,02;0,19;0,04;0,03;;
Production (1000t);Makroregion Województwo Mazowieckie;0;0;0,61;0,4;0,23;0,69;0,46;0,57;;
Production (1000t);Warszawski stołeczny;0;0;0,1;0,05;0,07;0,05;0,19;0,24;;
